,org_name,city,state,website,org_contact_email,org_contact_phone_1,org_contact_phone_2,services,zipcode
424,"Africa Cultural Alliance of North America, Inc.",Philadelphia,PA,http://acanaus.org,acanaphila@gmail.com,,(215) 729-8225,"ACANA Corridor Revitalization, Food Bank, Arts & Culture, Legal & Immigration Services, Health Services, Project BAOBAB, Facility Rental, Adult Education, Youth Based Training",
425,Bethany Christian Services of the Greater Delaware Valley,Philadelphia,PA,https://www.bethany.org/philadelphia,,,717-399-3213,"Pregnancy Support, Adoption, Foster Care, Family Counseling, Refugee and Immigrant Services, Safe Families for Children",
426,Esperanza Immigration Legal Services,Philadelphia,PA,http://www.esperanza.us,President@esperanza.us,,(215) 324-0746,"Education, Community Economic Development, Social Change",
427,HIAS And Council Migration Service Philadelphia,Philadelphia,PA,http://hiaspa.org,,,215-832-0900,"Asylee Outreach, Immigration Legal Services, Refugee Resettlement, Education & Advocacy, Immigration Law Training",
428,Juntos,Philadelphia,PA,http://vamosjuntos.org,info@vamosjuntos.org,,215-218-9079,,
429,New Sanctuary Movement,Philadelphia,PA,http://sanctuaryphiladelphia.org,nsm@sanctuaryphiladelphia.org,,215-279-7060,,
0,Advocacy for Refugee and Immigrant Services for Empowerment,SHREWSBURY,MA,,,,,Single Organization Support,01545-3719
1,Afgan Refugee Islamic Community of the Bay Area,UNION CITY,CA,https://masjid-abu-bakr.weebly.com/,,,,,94587-0000
2,Africa Refugees and Immigrants Community Center,DAYTON,OH,,,,,"International Migration, Refugee Issues",45426-1676
3,African Asian Refugee Services Agency Inc.,AUSTIN,MN,https://www.facebook.com/multiculturalaustin/,,,,"Ethnic, Immigrant Centers, Services",55912-3121
4,African Immigrants and Refugees Transition Services,URBANDALE,IA,https://www.airts.org/,,,,Human Service Organizations - Multipurpose,50322-1892
5,African Refuge Inc.,STATEN ISLAND,NY,https://www.africanrefuge.org/,,,,Human Service Organizations - Multipurpose,10304-4716
6,African Refugee Community Cooperation,INDIANAPOLIS,IN,,,,,Services to Promote the Independence of Specific Populations,46226-0063
7,African Refugee Relief Agency A California Nonprofit Corporation,W SACRAMENTO,CA,,,,,"Ethnic, Immigrant Centers, Services",95691-0434
8,African Refugees and Victims Relief Fund,SILVER SPRING,MD,,,,,"International Migration, Refugee Issues",20902-2310
9,Alabama Interfaith Refugee Partnership Inc.,VESTAVIA,AL,http://www.alirp.org/,,,,"Civil Rights, Advocacy for Specific Groups",35226-2839
10,Alaska Refugee Relief,ANCHORAGE,AK,https://nonprofitspotlight.org/2019/09/14/alaska-refugee-relief/,,,,Services to Promote the Independence of Specific Populations,99501-2158
11,Alight (formerly American Refugee Committee),Minneapolis,MN,https://wearealight.org/,,,,"International Migration, Refugee Issues",55413
12,Alliance for Refugee Youth Support and Education,CHARLEROI,PA,https://www.arysepgh.org/,,,,Alliance/Advocacy Organizations,15022-1607
13,Amaanah Refugee Services,HOUSTON,TX,https://amaanahservices.org/,,,,"International Migration, Refugee Issues",77074-2010
14,American Refugee Council Inc. - Arc,LYNN,MA,https://arcrescue.org/,,,,"International Migration, Refugee Issues",01902-3498
15,Americans Aiding Refugees Inc.,HOUSTON,TX,,,,,Human Service Organizations - Multipurpose,77007-5027
16,Americans for Refugees in Crisis,CAMBRIDGE,MA,https://americansforrefugees.org/,,,,Fund Raising and/or Fund Distribution,02140-3625
17,Anera,Washington,DC,https://www.anera.org/,,,,"International Development, Relief Services",20005
18,Ansob Center for Refugees Inc.,ASTORIA,NY,https://www.ansob.org/,,,,Services to Promote the Independence of Specific Populations,11103-3331
19,Arab Refugees Christians in USA,KNOXVILLE,TN,,,,,"Emergency Assistance (Food, Clothing, Cash)",37934-2827
20,Arizona Allnation Refugee Resource Center,PHOENIX,AZ,https://aarrc.org/,,,,"Cultural, Ethnic Awareness",85051-9404
21,Arizona Immigrant and Refugee Services Inc.,PHOENIX,AZ,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392559-Arizona_Immigrant_and_Refugee_Services,,,,"International Migration, Refugee Issues",85051-9564
22,Armenian Resettlement and Refugee Assistance Tr Fund,EAST LANSING,MI,,,,,Public Foundations,48823-7263
23,Art for Refugees in Transition Inc.,NEW YORK,NY,http://www.artforrefugees.org/,,,,Arts Education,10024-0000
24,Ashas Refuge,COLLIERVILLE,TN,http://www.ashasrefuge.org/,,,,Human Service Organizations - Multipurpose,38017-3670
25,Association Ark of Refugees Inc. C/O Maria Cintron,BRONX,NY,,,,,,10462-3502
26,ASSOCIATION FOR REFUGEE SERVICES PROFESSIONALS,AUSTIN,TX,"http://www.refugeeprofessionals.org/#:~:text=Refugee%20Service%20Professionals%20is%20an,and%20uprooted%20and%20displaced%20people.",,,,Promotion of Business,78708-0692
27,Asylee Refugee Migrant Assistance Network,LAS VEGAS,NV,https://www.facebook.com/ARMANHEALING/,,,,Human Service Organizations - Multipurpose,89125-1640
28,Asylee Women Enterprise,BALTIMORE,MD,https://www.asyleewomen.org/,,,,"International Migration, Refugee Issues",21206-5106
29,Asylum Access,Oakland,CA,https://asylumaccess.org/,,,,"International Migration, Refugee Issues",94607
30,Asylum and Refugee Services Inc.,TUCSON,AZ,,,,,Human Service Organizations - Multipurpose,85711-2332
31,Asylum Seeker Advocacy Project Inc.,NEW YORK,NY,https://asylumadvocacy.org/,,,,"Ethnic, Immigrant Centers, Services",10006-1732
32,Asylum Seeker Assistance Project,WASHINGTON,DC,https://www.asylumprojectdc.org/,,,,"International Migration, Refugee Issues",20008-1939
33,Asylum Support Fund Inc.,PLYMOUTH,MA,https://asylumsupportfund.org/,,,,Alliance/Advocacy Organizations,02360-4315
34,Benson Area Refugee Taskforce,OMAHA,NE,http://www.bensonrefugeetf.com/,,,,"Ethnic, Immigrant Centers, Services",68104-0362
35,Bibles for Refugees,PHILADELPHIA,PA,https://www.facebook.com/biblesforrefugees,,,,Christian,19103-8000
36,Blacksburg Refugee Partnership Inc.,BLACKSBURG,VA,https://blacksburgrefugeepartnership.org/,,,,Human Services - Multipurpose and Other N.E.C.,24063-0116
37,Bloomington Refugee Support Network Inc.,BLOOMINGTON,IN,https://www.bloomingtonrefugees.org/,,,,Personal Social Services,47401-7105
38,Buduburam Refugees Association Inc.,DACULA,GA,https://m.facebook.com/groups/1044756248967502/?ref=pages_profile_groups_tab&source_id=1297664350284952,,,,"Public, Society Benefit - Multipurpose and Other N.E.C.",30019-7599
39,Buffalo Immigrant and Refugee Leadership Team Inc.,BUFFALO,NY,https://voicebuffalo.org/bilt/,,,,Human Service Organizations - Multipurpose,14214-2154
40,Burma Family Refugee Network,OAKLAND,CA,https://www.brfn.org/,,,,Services to Promote the Independence of Specific Populations,94606-3103
41,Burmese Refugee Project Inc.,NEW YORK,NY,https://www.facebook.com/BurmeseRefugeeProject/,,,,International Relief,10032-3727
42,Cache Refugee and Immigrant Connection,LOGAN,UT,https://www.cacherefugees.org/,,,,"Ethnic, Immigrant Centers, Services",84321-5207
43,Carolina Refugee Resettlement Agency Inc.,CHARLOTTE,NC,https://carolinarefugee.org/,,,,"Ethnic, Immigrant Centers, Services",28205-7847
44,"Catholic Charities CYO, Archdiocese of San Francisco",San Francisco,CA,https://www.catholiccharitiessf.org/,,,,Human Service Organizations - Multipurpose,94109
45,Catholic Charities Fort Worth,Fort Worth,TX,https://www.catholiccharitiesfortworth.org/,,,,Human Service Organizations - Multipurpose,76115
46,Catholic Charities of Los Angeles,Los Angeles,CA,https://catholiccharitiesla.org/,,,,Human Service Organizations - Multipurpose,90015
47,Catholic Charities of Santa Clara County,San Jose,CA,https://www.catholiccharitiesscc.org/,,,,Human Service Organizations - Multipurpose,95134
48,Catholic Charities of the Archdiocese of Galveston-Houston,Houston,TX,https://catholiccharities.org/,,,,Human Service Organizations - Multipurpose,77006
49,Catholic Charities of the Archdiocese of Milwaukee,Saint Francis,WI,https://www.ccmke.org/Catholic-Charities.htm,,,,Human Service Organizations - Multipurpose,53235
50,Catholic Charities of the Archdiocese of Oklahoma City,Oklahoma City,OK,https://catholiccharitiesok.org/,,,,,73106
51,"Catholic Charities, Diocese of Venice, Inc.",Venice,FL,https://catholiccharitiesdov.org/,,,,Human Service Organizations - Multipurpose,34285
52,Center for African Immigrants and Refugees Organization,PORTLAND,OR,https://cairopdx.org/,,,,Human Service Organizations - Multipurpose,97233-2143
53,Center for Empowering Refugees Inc.,OAKLAND,CA,https://www.facebook.com/cerieastbay/,,,,"Single Parent Agencies, Services",94606-2973
54,Center for Refugee Services,SAN ANTONIO,TX,https://sarefugees.org/,,,,"Ethnic, Immigrant Centers, Services",78240-1160
55,Central American Refugee Center Carecen Ny,HEMPSTEAD,NY,https://www.carecenny.org/,,,,"Ethnic, Immigrant Centers, Services",11550-3003
56,Central Vermont Refugee Action Network Inc.,MONTPELIER,VT,https://cvran.org/,,,,"Ethnic, Immigrant Centers, Services",05601-0910
57,Cham Refugee League of the US A Inc.,SAN FRANCISCO,CA,,,,,,94110-2615
58,Cham Refugees Community,SEATTLE,WA,https://www.chamrefugeescommunity.org/,,,,,98118-2616
59,Champaign-Urbana Friends and Allies of Immigrants and Refugees,CHAMPAIGN,IL,https://www.cu-fair.org/,,,,Alliance/Advocacy Organizations,61820-7892
60,Chicago Refugee Coalition,CHICAGO,IL,http://www.chicagorefugee.org/,,,,Alliance/Advocacy Organizations,60605-2549
61,Child Refugee Initiative Inc.,NEW YORK,NY,http://www.childrefugeeinitiative.org/,,,,"Adult, Child Matching Programs",10018-1905
62,Children of Haiti and Refugee Projects Inc.,FT LAUDERDALE,FL,"https://www.childrenofhaitiproject.org/#:~:text=The%20Children%20of%20Haiti%20and,in%20Africa%2C%20Jordan%20and%20Israel.",,,,Human Service Organizations - Multipurpose,33301-2808
63,Christian Relief Services Charities,Alexandria,VA,https://www.christianrelief.org/,,,,Public Housing Facilities,22309
64,Church World Service,Elkhart,IN,https://cwsglobal.org/,,,,International Relief,46515
65,Citizens Immigration and Refugee Action Committee,LANCASTER,PA,https://www.facebook.com/CIRACLancaster/,,,,Alliance/Advocacy Organizations,17601-1535
66,Claras Closet Refugee Services Inc.,BUFFALO,NY,https://www.centralparkcomplex.com/claras-closet.html,,,,"Ethnic, Immigrant Centers, Services",14214-1742
67,Coalition for Refugees From Burma,SEATTLE,WA,https://www.crbkc.org/,,,,Educational Services and Schools - Other,98144-2010
68,Coalition of Refugee Youth,CHINO HILLS,CA,,,,,"Children's, Youth Services",91709-8726
69,Colorado Asylum Center,DENVER,CO,https://www.coasylum.org/,,,,"Civil Rights, Advocacy for Specific Groups",80203-1158
70,Colorado Refugees Venture,DENVER,CO,,,,,Alliance/Advocacy Organizations,80231-4043
71,Comics for Youth Refugees Incorporated Collective,ARLINGTON,MA,https://www.facebook.com/refugeecomics/,,,,"Mental Health, Crisis Intervention N.E.C.",02474-1227
72,Community Access for New Immigrants and African Refugees,BROOKLYN CTR,MN,http://www.caniarusa.org/,,,,International Human Rights,55429-3068
73,Community Asylum Seekers Project Inc.,BELLOWS FALLS,VT,https://caspvt.org/,,,,"International Migration, Refugee Issues",05101-1478
74,Community Health Worker Coalition for Migrants and Refugees,EDMONDS,WA,https://www.chwcoalition.org/,,,,Community Health Systems,98026-9011
75,Community Refugee and Immigration Services Inc.,COLUMBUS,OH,https://www.crisohio.org/,,,,"Ethnic, Immigrant Centers, Services",43229-3517
76,Community Refugee Relief Initiative Inc.,WILMINGTON,DE,https://crrimissions.org/,,,,"Cultural, Ethnic Awareness",19802-2545
77,Congregation Friends of Refugees of Eastern Europe C O Benjamin Isaacs,BROOKLYN,NY,,,,,,11213-4334
78,Connecticut Immigrant and Refugee Coalition Inc.,HARTFORD,CT,https://www.coalitionct.org/,,,,"Ethnic, Immigrant Centers, Services",06105-2334
79,Connecticut Institute for Refugees and Immigrants Inc.,BRIDGEPORT,CT,https://cirict.org/,,,,,06605-1704
80,Danbury Area Refugee Assistance Inc.,REDDING CTR,CT,https://www.daract.org/,,,,"Ethnic, Immigrant Centers, Services",06875-1090
81,Darfur Education & Refugee Help Center,WESTMINISTER,CO,,,,,"Ethnic, Immigrant Centers, Services",80021-0000
82,Detained Refugee Solidarity Fund,COLLEGE STA,TX,https://www.facebook.com/pages/category/Nonprofit-Organization/Detained-Refugee-Solidarity-Fund-115963043172682/,,,,"Ethnic, Immigrant Centers, Services",77840-3031
83,Dfw Asylum Seeker Housing Network,FORT WORTH,TX,https://dashnetwork.net/,,,,"International Migration, Refugee Issues",76147-0783
84,Dfw Refugee Outreach Services,IRVING,TX,https://www.refugeeoutreachdfw.org/,,,,"Ethnic, Immigrant Centers, Services",75063-1801
85,Dignity in Asylum Inc.,CONCORD,MA,"https://www.dignityinasylum.org/#:~:text=Dignity%20in%20Asylum,minors%20at%20risk%20of%20homelessness.",,,,"Homeless, Temporary Shelter For",01742-1244
86,DIOCESAN MIGRANT & REFUGEE SERVICES INC,EL PASO,TX,http://www.dmrs-ep.org/,,,,,79907-4214
87,Direct Relief,Santa Barbara,CA,https://www.directrelief.org/,,,,International Relief,93117
88,Dream Refugee,MINNEAPOLIS,MN,https://www.dreamrefugee.org/,,,,Alliance/Advocacy Organizations,55418-3342
89,Dubuque for Refugee Children,DUBUQUE,IA,https://www.facebook.com/DforRC/,,,,"International Migration, Refugee Issues",52004-1741
90,Ecumenical Refugee and Immigration Services,Denver,CO,https://www.facebook.com/maidp.du.gspp/posts/ecumenical-refugee-and-immigration-services-eris1600-downing-st-400-denver-co-80/431711083652029/,,,,,80218
91,Educated Refugee Foundation Corporation,FIRESTONE,CO,https://educatedrefugee.org/,,,,Fund Raising and/or Fund Distribution,80504-5913
92,Education Refuge,LINCOLN,NE,https://www.educationrefuge.org/our-mission,,,,"International Migration, Refugee Issues",68542-2187
93,Ethnic Community-Based Organization for Refugees and Immigrants,SALT LAKE CTY,UT,,,,,"Ethnic, Immigrant Centers, Services",84115-5541
94,Evangelical Pentecostal Church and Refugee Center Inc.,MIAMI,FL,,,,,,33125-5112
95,Exodus Refugee Immigration Inc.,INDIANAPOLIS,IN,https://www.exodusrefugee.org/,,,,"Ethnic, Immigrant Centers, Services",46201-4182
96,Eyes on Refugees,CARLISLE,MA,https://twitter.com/eyesonrefugees1?lang=en,,,,"International Migration, Refugee Issues",01741-0378
97,Floyd Friends of Asylum Seekers,PILOT,VA,https://floydfriendsofasylumseekers.org/,,,,Travelers' Aid,24138-1590
98,For the Nations Refugee Outreach,GARLAND,TX,https://ftnro.org/,,,,International Relief,75042-6800
99,Forging Opportunities for Refugees in America Inc. Nfp,CHICAGO,IL,https://www.refugeefora.org/,,,,Educational Services and Schools - Other,60637-5202
100,Fort Wayne for Refugees Inc.,FORT WAYNE,IN,https://www.facebook.com/FWforRefugees/,,,,"Ethnic, Immigrant Centers, Services",46802-1708
101,Fresno Interdenominational Refugee Ministries,FRESNO,CA,https://www.firminc.org/,,,,Christian,93703-2231
102,Friends of Immigrants and Refugees of St. Louis,SAINT LOUIS,MO,http://firststl.org/about.cfm,,,,Services to Promote the Independence of Specific Populations,63105-1733
103,Friends of Refugees,BEAVERTON,OR,https://friendsofrefugees.com/,,,,"Ethnic, Immigrant Centers, Services",97075-1512
104,Friends of Refugees Inc.,CLARKSTON,GA,https://friendsofrefugees.com/,,,,"Food Banks, Food Pantries",30021-0548
105,Friends of Refugees of Eastern Europe,Chicago,IL,https://www.russianjewry.org/,,,,"Ethnic, Immigrant Centers, Services",60659
106,Friends of Refugees of Eastern Europe Inc.,OAK PARK,MI,,,,,,48237-1354
107,Friends of Refugees Providing Education and Empowerment Inc.,LAWRENCEVILLE,GA,https://freerefugees.org/about,,,,"Ethnic, Immigrant Centers, Services",30043-5927
108,Genezaret Pentecostal Church and Refugee Center Inc.,MIAMI,FL,,,,,Protestant,33133-3544
109,Georgia Asylum & Immigration Network Inc.,ATLANTA,GA,https://georgiaasylum.org/,,,,"Public Interest Law, Litigation",30357-2425
110,Give Refugees A Chance,PORTLAND,OR,https://giverefugeesachance.org/about/,,,,"International Migration, Refugee Issues",97203-1504
111,GiveDirectly Inc.,New York,NY,https://www.givedirectly.org/,,,,"Emergency Assistance (Food, Clothing, Cash)",10008
112,Global Center for Refugee Education and Science,STERLING,VA,https://gcres.org/,,,,Disaster Preparedness and Relief Services,20165-2498
113,Global Garden Refugee Training Farm,MONTGOMERY,IL,https://www.globalgardenfarm.org/,,,,Single Organization Support,60538-2706
114,Global Lawyers for Refugees,SPRINGFIELD,VA,https://www.glrworldwide.org/,,,,"Civil Rights, Advocacy for Specific Groups",22152-2169
115,Global Refugee Relief Fund,FOSTER CITY,CA,https://sites.google.com/view/globalrefugeerelieffund,,,,Human Service Organizations - Multipurpose,94404-3411
116,Global Refugee Services of Greater Houston,HOUSTON,TX,,,,,Human Service Organizations - Multipurpose,77035-2060
117,Gospel for Refugees,OAKLAND,CA,,,,,Christian,94610-0775
118,Grantmakers Concerned With Immigrants and Refugees,SEBASTOPOL,CA,https://www.gcir.org/,,,,Management & Technical Assistance,95473-1100
119,Greater Refugee Ministries Incorporated Church of God in Chri,CLINTON,MD,,,,,Protestant,20735-5755
120,Hampton Roads Refugee Relief Inc.,NEWPORT NEWS,VA,https://hr3va.org/,,,,"Ethnic, Immigrant Centers, Services",23601-1533
121,Hanan Refugees Relief Group,GREENVILLE,NC,https://hananrrg.org/,,,,"International Migration, Refugee Issues",27858-9403
122,Hearts and Homes for Refugees,PELHAM,NY,https://www.heartsandhomesforrefugees.org/,,,,"Ethnic, Immigrant Centers, Services",10803-8558
123,Help for Refugees,TORRANCE,CA,https://www.helpforrefugees.com/,,,,,90510-5161
124,HELPING REFUGEES OF THE WORLD INC,WAUSAU,WI,,,,,"Cultural, Ethnic Awareness",54401-3415
125,HIAS,Silver Spring,MD,https://www.hias.org/,,,,"International Migration, Refugee Issues",20910
126,Home for Refugees USA,MISSION VIEJO,CA,http://www.homeforrefugeesusa.org/,,,,"Ethnic, Immigrant Centers, Services",92691-2606
127,Hope 4 Refugees,MESQUITE,TX,,,,,"Ethnic, Immigrant Centers, Services",75150-4157
128,Hope for Refugees Inc.,WELLESLEY,MA,,,,,"International Migration, Refugee Issues",02482-6929
129,Hope for the Refugee and Immigrant Inc.,SILVER SPRING,MD,,,,,Human Service Organizations - Multipurpose,20904-7344
130,House of Refugee Ministries of the Apostolic Faith International Inc.,NEW ORLEANS,LA,,,,,Protestant,70131-8618
131,Houston Welcomes Refugees,HOUSTON,TX,https://www.houstonwelcomesrefugees.com/,,,,Human Service Organizations - Multipurpose,77008-3434
132,Human Rights First,New York,NY,https://www.humanrightsfirst.org/,,,,International Human Rights,10004
133,Human Rights Initiative,Dallas,TX,https://hrionline.org/,,,,"Ethnic, Immigrant Centers, Services",75204
134,Illinois Coalition for Immigrant and Refugee Rights,Chicago,IL,https://www.icirr.org/,,,,,60604
135,Immanuel House Refugee Project Inc.,SCOTTS VALLEY,CA,https://www.facebook.com/pages/category/Nonprofit-Organization/Immanuel-House-Refugee-Project-1741437739446237/,,,,Low-Cost Temporary Housing,95066-4041
136,Immigrant & Refugee Womens Program,SAINT LOUIS,MO,https://irwpstl.org/,,,,Services to Promote the Independence of Specific Populations,63116-2356
137,Immigrant and Refugee Center of Northern Colorado,EVANS,CO,https://www.ircnoco.org/,,,,,80620-1204
138,Immigrant and Refugee Law Center,CINCINNATI,OH,https://irlawcenter.org/,,,,Legal Services,45214-1502
139,Immigrant and Refugee Outreach Center,MCLEAN,VA,,,,,"International Migration, Refugee Issues",22102-1213
140,Immigrant and Refugee Resource Village of Albuquerque Inc.,ALBUQUERQUE,NM,https://www.irrva.com/,,,,Services to Promote the Independence of Specific Populations,87198-8865
141,Immigrant Legal Advocacy Project,Portland,ME,https://ilapmaine.org/,,,,Legal Services,4112
142,Indiana Refugee Network Inc.,INDIANAPOLIS,IN,https://indianarefugeenetwork.org/,,,,"Ethnic, Immigrant Centers, Services",46240-3555
143,Indochina Chinese Refugee Association,SEATTLE,WA,,,,,"Cultural, Ethnic Awareness",98122-5914
144,Indochinese Muslim Refugee Association of the United States,SANTA ANA,CA,,,,,Islamic,92701-7315
145,Integrated Refugee & Immigrant Services Inc.,NEW HAVEN,CT,https://www.irisct.org/,,,,,06511-2670
146,Interfaith Ministries for Greater Houston,Houston,TX,https://www.imgh.org/,,,,,77002
147,INTERFAITH REFUGEE MINISTRY INC,NEW BERN,NC,http://www.helpingrefugees.org/,,,,,28560-4537
148,International Association for Refugees,MINNEAPOLIS,MN,https://www.iafr.org/,,,,International Relief,55423-2648
149,International Council for Refugees and Immigrants Inc.,DES MOINES,IA,https://icrius.org/about-us/,,,,Human Service Organizations - Multipurpose,50301-8302
150,International Refugee and Immigrants Community Services Nfp,SKOKIE,IL,,,,,"Community, Neighborhood Development, Improvement (General)",60077-1804
151,International Refugee Assistance Association Inc.,COLUMBIA,MO,https://refugeerights.org/,,,,Human Service Organizations - Multipurpose,65203-0000
152,International Refugee Assistance Project Inc.,NEW YORK,NY,https://refugeerights.org/,,,,Human Service Organizations - Multipurpose,10004-1586
153,International Refugee Mission Inc.,LOS ANGELES,CA,,,,,,90006-2929
154,International Refugee Rights Initiative,NEW YORK,NY,http://refugee-rights.org/,,,,"Civil Rights, Advocacy for Specific Groups",10021-8824
155,International Sudanese Refugee Care,NASHVILLE,TN,,,,,International Relief,37211-3527
156,Ipswich Refugee Program Incorporated,IPSWICH,MA,https://www.ipswichrefugeeprogram.org/,,,,Human Service Organizations - Multipurpose,01938-0285
157,Iranian Refugees Alliance Inc.,NEW YORK,NY,http://www.irainc.org/,,,,"International Migration, Refugee Issues",10276-0316
158,Islamic Center of the Triad Refugee & Immigration Community Service C,GREENSBORO,NC,http://www.islamiccenterofthetriad.com/,,,,Family Services,27409-2810
159,Israeli Darandoka Organization for Refugees,SALT LAKE CTY,UT,https://www.facebook.com/israelidarandokaforrefugees/?pageid=180389679279395&ftentidentifier=535424137109279&padding=0,,,,Community Service Clubs,84106-1945
160,Ithaca Welcomes Refugees Inc.,ITHACA,NY,http://ithacawelcomesrefugees.org/,,,,"Ethnic, Immigrant Centers, Services",14850-4208
161,James J Norris Foundation for Migrants and Refugees,WASHINGTON,DC,,,,,Fund Raising and/or Fund Distribution,20006-1631
162,Japan-America Refugee Network Inc.,DELMAR,NY,,,,,Human Service Organizations - Multipurpose,12054-2921
163,JESUIT REFUGEE SERVICE USA,Washington,DC,https://www.jrsusa.org/,,,,,20036
164,Journeys End Refugee Services,BUFFALO,NY,https://www.jersbuffalo.org/,,,,,14214-2135
165,Kalamazoo Refugee Resource Collaborative Inc.,KALAMAZOO,MI,https://www.kalamazoorefugee.org/,,,,"Ethnic, Immigrant Centers, Services",49009-8077
166,KC Asylum Clinic,N KANSAS CITY,MO,https://www.asylumclinickc.org/,,,,Legal Services,64116-3423
167,KC for Refugees,KANSAS CITY,MO,https://www.kcforrefugees.org/,,,,Alliance/Advocacy Organizations,64112-2324
168,Kentucky Refugee Ministries Inc.,LOUISVILLE,KY,https://kyrm.org/,,,,"Religion Related, Spiritual Development N.E.C.",40204-2390
169,KinderUSA,Dallas,TX,https://www.kinderusa.org/,,,,International Relief,75222
170,Korean-American North Korean Refugees Association of Phildelphi,ELKINS PARK,PA,,,,,Educational Services and Schools - Other,19027-3138
171,Lee County Refugee Center Inc.,LEHIGH ACRES,FL,https://www.facebook.com/pages/Lee-County-Refugee-Inc/1649985055118331,,,,"Ethnic, Immigrant Centers, Services",33973-7001
172,Liberian Refugee Relief Organization,PHILADELPHIA,PA,,,,,Human Service Organizations - Multipurpose,19142-2608
173,Liberty in North Korea,Long Beach,CA,,,,,International Human Rights,90802
174,Life for Relief and Development,Southfield,MI,https://www.lifeusa.org/,,,,International Relief,48075
175,Louisiana Organization for Refugees and Immigrants,BATON ROUGE,LA,https://www.mylori.org/,,,,"International Migration, Refugee Issues",70815-5359
176,Love Elevates Refugee Relief Network Inc.,MONTEREY,CA,https://loveelevatesnetwork.com/,,,,Fund Raising and/or Fund Distribution,93940-3844
177,Love Without Borders - for Refugees in Need,GRANDVIEW,MO,https://lovewithoutborders4refugees.com/,,,,Human Service Organizations - Multipurpose,64030-0000
178,Lutheran Immigration and Refugee Service,BALTIMORE,MD,https://www.google.com/aclk?sa=l&ai=DChcSEwjO-7X_4IvqAhWJjcgKHX4RCkIYABAAGgJxdQ&sig=AOD64_1HuLoTq1M0z947y3KeAWfX_twEiw&q=&ved=2ahUKEwiq-av_4IvqAhWqgnIEHRieBZUQ0Qx6BAgOEAE&adurl=,,,,,21230-3850
179,Lynchburg Refugee Partnership,LYNCHBURG,VA,https://www.lynchburgrefugeepartnership.com/,,,,Human Services - Multipurpose and Other N.E.C.,24503-1357
180,Magdalena Orejel Scholarship Fund for Immigrant and Refugee Women,LONG BEACH,CA,https://www.magdalenaorejelscholarshipfund.org/,,,,"Scholarships, Student Financial Aid Services, Awards",90801-0791
181,Maine Immigrant & Refugee Services,LEWISTON,ME,https://meirs.org/,,,,Human Service Organizations - Multipurpose,04240-6501
182,Marys Place Refugee Outreach Inc.,ROCHESTER,NY,http://www.marysplaceoutreach.org/,,,,Humanities Organizations,14613-1419
183,Massachusetts Immigrant and Refugee Advocacy Coalition,Boston,MA,https://miracoalition.org/,,,,,2111
184,Medical Teams International,Tigard,OR,https://www.medicalteams.org/,,,,"International Development, Relief Services",97224
185,Merciful Refugee and Immigrant Services,TUCSON,AZ,https://merciful-refugee-and-immigrant-services.business.site/,,,,"Ethnic, Immigrant Centers, Services",85711-3558
186,Mercy Refugees House Inc.,KIRKLAND,WA,https://mercyrefugeeshouse.org/,,,,"Ethnic, Immigrant Centers, Services",98034-1855
187,Mercy Without Limits,Overland Park,KS,https://mwlimits.org/,,,,International Relief,66210
188,Michigan Coalition for Immigrant and Refugee Rights,OSHTEMO,MI,http://www.mcirr.org/,,,,,49077-0524
189,Michigan Refugee Hope Project,OKEMOS,MI,,,,,Fund Raising and/or Fund Distribution,48864-2203
190,Middle East Refugee Association,EL CAJON,CA,,,,,"Ethnic, Immigrant Centers, Services",92020-4536
191,Middle Eastern Immigrant and Refugee Alliance,CHICAGO,IL,https://www.mirachicago.org/,,,,"International Development, Relief Services",60645-5256
192,Midwest Alliance for North Korean Refugees,ROSEVILLE,MN,https://www.refugeesnorthkorea.org/,,,,"Civil Rights, Advocacy for Specific Groups",55113-3721
193,Migration Policy Institute,Washington,DC,https://www.migrationpolicy.org/,,,,Research Institutes and/or Public Policy Analysis,20036
194,MINISTRY WITH REFUGEE WOMEN AND CHILDREN INC,CORAL GABLES,FL,,,,,,33114-4880
195,Missouri Immigrant & Refugee Advocates Inc.,SAINT LOUIS,MO,https://www.mira-mo.org/,,,,"Civil Rights, Advocacy for Specific Groups",63139-2712
196,Moghamo Refugee Relief Fund - M R R F,CONYERS,GA,,,,,"International Migration, Refugee Issues",30094-4418
197,Mohawk Valley Resource Center for Refugees,UTICA,NY,https://www.thecenterutica.org/,,,,"Ethnic, Immigrant Centers, Services",13501-2203
198,Multicultural Refugee Coalition,AUSTIN,TX,https://www.mrcaustin.org/,,,,"Ethnic, Immigrant Centers, Services",78704-0027
199,My Vision for Refugees Inc.,ATLANTA,GA,https://www.myvision4refugees.org/,,,,"International Migration, Refugee Issues",30324-3086
200,National Immigration Forum,Washington,DC,https://immigrationforum.org/,,,,,20001
201,National Network for Immigrant & Refugee Rights,SAN FRANCISCO,CA,http://www.nnirr.org/drupal/,,,,Research Institutes and/or Public Policy Analysis,94103-0000
202,Neighborhood House of Milwaukee,Milwaukee,WI,https://neighborhoodhousemke.org/,,,,Human Service Organizations - Multipurpose,53208
203,"Neighborhood House, St. Paul",St. Paul,MN,http://neighb.org/,,,,"Neighborhood, Block Associations",55107
