Timestamp,Name of refugee or immigrant assistance agency,City,State,Country,Website,Contact Information (Email),Contact Information (Phone Number),Contact Information (Phone Number),Partners or Collaborating Organizations,Core Program Offerings,What are the current needs for volunteers or other?,Additional comments?,Who are you? (Ok to leave blank),Your email address
2/21/17 15:47,The International Rescue Committee in Atlanta,Atlanta,GA,USA,https://www.rescue.org/united-states/atlanta-ga,Atlanta@Rescue.org,,,N/A,"We provide wraparound services including Healthcare Access, Employment, Education, and Immigration","Volunteers to conduct fundraising and advocacy, financial donations for direct service","We’re an international organization looking for support at the local level in Atlanta, GA.",,daniel.hammond@rescue.org
2/21/17 17:53,Washtenaw Literacy,Ypsilanti,MI,United States,http://washtenawliteracy.org/get-help/learn-english,info@washtenawliteracy.org,,734-879-1320,,FREE English language tutoring for adults,"Tutors (group, one-on-one) and computer lab helpers",I've been a volunteer ESL tutor with this excellent program for 20 years.,,mail@hoppingfun.com
2/22/17 0:29,Refugee Transitions,"San Francisco, Oakland, San Jose",CA,U.S.,reftrans.org,info@reftrans.org,,415-989-2151,"IRC, Catholic Charities, JFCS","Education (English language classes, after-school programs, home-based tutoring and mentoring), family engagement programs and community leadership opportunities.",See website for current opportunities.,,,info@reftrans.org
2/22/17 4:01,GoldenHearts,Atherton,CA,USA,Gogetfunding.com/goldenhearts,Fujanssen@mac.com,,,,GildenHearts supports educational programs in Germany,We need to fund two classrooms for the 2017/18 school year,We support mothers and their young children.,,Fujanssen@mac.com
2/22/17 7:58,Refugee Development Center,Lansing,MI,USA,www.rdclansing.org,info@rdclansing.org,,517-999-5090,,"After-school, English classes, home visits, summer GLOBE camp, sewing circle, Peace game, girls group, Newcomers soccer team, Young Leaders, Cooking Classes",Help refugee youth attend camp $100 for 1 youth for 1 week!,https://youtu.be/Z-oHWmO8q_M (2016 GLOBE camp video),"Erika Brown-Binion, director",ebrown@rdclansing.org
2/22/17 14:11,"Catholic Charities Community Services, Archdiocese of New York",New York,NY,USA,www.catholiccharitiesny.org,kelly.agnew-barajas@archny.org,,,USCCB,"Reception & Placement, Match Grant, Refugee Social Services Program, Targeted Assistance Grant, Refugee Health Promotion, Safe Passages, Family Case Management Program (case management, education, ESOL, vocational training, job search assistance, job placement, immigration/legal services)",http://www.catholiccharitiesnyvolunteer.org/,,Resettlement Director,kelly.agnew-barajas@archny.org
2/28/17 19:00,Refugee and Immigrant Fund (RIF),New York,NY,United States,www.rifnyc.org,info@rifnyc.org,,,,"Legal Assistance, Asylum Guidance & Orientation, Food Distribution, Urban Farm Fellowships, Activist Fund, Tech Workshops","Donations, food for distribution, office space, volunteer immigration attorneys.","We are currently the only organization in NYC dedicated to guiding the general asylum seeking population through the process of rebuilding their lives and claiming asylum. For more info on the distinction between asylum seekers and resettled refugees, please visit: http://www.rifnyc.org/why-welcomerefugees/",Ellie Alter (Associate Director),ellie@rifnyc.org
3/1/17 11:53,YMCA Literacy Council,Saint Louis,MO,USA,,jeff.hood@gwrymca.org,,314-776-7102,,Free ESL and literacy tutoring,Volunteers needed to tutor students,,,mara.nelson@gwrymca.org
3/6/17 16:06,The Spero Project,Oklahoma City,OK,USA,http://www.thecommonokc.com/,hannah@thesperoproject.com,,,,"Resettlement, ESL classes, Job search, Cultural orientations, Navigation of medical and social work systems",Financial donations and volunteers.,"Since this non-profit is completely dependent upon private donations, we are not restricted in the ways we can help refugees. Unlike Catholic Charities, which faces many limitations in its refugee work, we provide a wide range of services to refugees: multiple levels of English classes, one-on-one tutoring, transportation to and from appointments, driving lessons, after school supervision of children, Citizenship Test preparation, help in emergency situation--the list goes on and on.",Volunteer for the non-profit,anamozadeh@gmail.com
3/6/17 16:55,Friends of Refugees,Clarkston,GA,USA,www.friendsofrefugees.com,info@friendsofrefugees.com,,,"World Relief, IRC, Catholic Charities, New American Pathways, JF&CS, Lutheran Services of Georgia","Start:ME small business accelerator, Refugee Career Hub : Cafe Clarkston Employment Center, Refugee Sewing Society, Youth Programs and Summer camp, Jolly Avenue Community Gardens, Embrace Refugee Birth Assistance, Refugee Family Literacy School","Launch funding for refugee employment specialists, Sponsors for birth services for mom, employment search volunteers, marketing and sales connectors for the refugee sewing society, and more (see www.friendsofrefugees.com)",We are a post-resettlement community development organization that works to steward the transition of refugees from 'survival' to 'flourishing' and see them begin to give back to the next generation of New Americans,Executive Director,brian@friendsofrefugees
3/6/17 18:41,Refugee Transitions,San Francisco Bay Area,CA,US,reftrans.org,info@reftrans.org,,,,"Education, Family Engagement, Community Leadership","Donations to support education, family engagement, community leadership programs for a small but fast-growing agency with increasing demand for services",,,julia@reftrans.org
3/8/17 13:30,Partnerships for Trauma Recovery,Berkeley,CA,United States,www.traumapartners.org,mparikh@traumapartners.org,,,International Rescue Committee,Psychosocial services,Volunteer and Fundraising,"To address the psychosocial impacts of trauma among international survivors of human rights abuses through culturally aware, trauma-informed, and linguistically accessible mental health care, clinical training, and policy advocacy.",,mparikh@traumapartners.org
3/8/17 23:31,SMILE for Charity,Passaic,NJ,USA,www.smileforcharity.org,director@smileforcharity.org,,,,"Food Pantry, Case Management (Wraparound Services), Provide resources (furniture, household goods, etc.)",SMILES =) + Volunteers + Love = MORE =),=),,director@smileforcharity.org
4/1/17 21:13,Refugee Center Online,Portland,OR,USA,https://therefugeecenter.org/,info@therefugeecenter.org,,,None,"The Refugee Center Online uses technology to help refugees and displaced individuals build new lives in the United States. Programs include a GED prep course, Teacher Training course, and online resources.",,This resource is entirely online so any refugees can access it!,"Stephanie Eson, RCO Volunteer (Pittsburgh-based and also volunteer through JF & CS).",stephanie.eson@gmail.com
4/3/17 13:32,Casa San Jose,Pittsburgh,PA,USA,http://casasanjose.org/,office@casasanjose.org,,412-343-3111,,"Resource center for Pittsburgh's Latino community; referrals to social, legal & medical services; youth programs; human rights advocacy; bilingual assistance; ESL tutoring.","volunteers in office, youth programs, tutors, events",,"Sister Janice Vanderneck, Director",srjanice@casasanjose.org
6/5/17 23:26,Hello Neighbor,Pittsburgh,PA,USA,http://www.helloneighbor.io,sloane@helloneighbor.io,,,,"Post-Resettlement, Mentorship, Refugee Assistance Fund",,,,sloane@helloneighbor.io
7/13/17 15:02,Programme Action Réfugiés Montrésl,Montreal,Quebec,Canada,www.actionr.org,clarke@actionr.org,,,n/ a,Meet detained asylum seekers. Twin refugee women with volunteers. Support sponsored refugees from many countries,Financial,"We are a small NGO in Montreal, Canada. If American residents want to support work with refugees in Canada, please consider us!","Paul Clarke, Executive Director",clarke@actionr.org
7/25/17 15:05,HIAS,New York,NY,United States,https://www.hias.org/hias-new-york,hadas.yanay@hias.org,,,HIAS,"Matching Grant, Targeted Assistance Grant, Reception and Placement, Preferred Communities",Volunteers,,Volunteer Coordinator,hadas.yanay@hias.org
8/3/17 3:00,Portland Meet Portland,Portland,OR,United States,Portlandmeetportland.org,janell.pmp@gmail.com,,,Lutheran Community Services,"Citizenship, ESOL, Professional Development, Mentoring",,,Janell Lee Education Manager,Janell.pmp@gmail.com
8/6/17 19:17,Serving Our Neighbors (SON) Ministries,Hilliard,OH,,www.SON-Ministries.org,info@SON-Ministries.org,,,,"Family ESL Program (full family education including academic support for children of all ages), Free Summer Lunch Program, Children's Coat Store, Good Tidings Christmas Store, Connecting Families to Resources","Volunteers for all programming ,both daytime and evening activities for adults, children and families",,Sarah Florimonte - Development and Communications Associate,sflorimonte@SON-Ministries.org
8/7/17 14:49,Multicultural Refugee Coalition,Austin,TX,USA,http://www.mrcaustin.org/,merskine@mrcaustin.org,,,,"Open Arms textile factory, agriculture program, community center",interpreting services,,,albugg@mail.umhb.edu
8/7/17 14:52,Syrian American Refugee Aid,Austin,TX,USA,https://www.saraorg.org/,sara@saraorg.org,,(512) 417-5704,,"Help for Syrian refugee families in Austin, education, career opportunities",,,,albugg@mail.umhb.edu
8/12/17 21:22,Ahmad Jawid Shirzad,Dallas Tx,TX,Afghanistan,,Ahmadjawidshairzad@gmail.com,,,,,,,,Ahmadjawidshairzad@gmail.com
8/20/17 20:42,TentED,Manchester,NH,USA,http://tented.org/,N/A,,,,,,,,
8/20/17 20:42,Refuge Columbus,Columbus,OH,USA,https://www.refugecolumbus.org/,N/A,,,,,,,,
8/20/17 20:42,Son Ministries,Hilliard,OH,USA,http://son-ministries.org/,kemch@SON-Ministries.org,,,,,,,,
8/20/17 20:42,Off the Floor,Pittsburgh,PA,USA,http://offthefloorpgh.org/,info@offthefloorpgh.org,,,,,,,,
8/20/17 20:42,International Neighbors,Charlottesville,VA,USA,www.internationalneighbors.org,susan.parmar@internationalneighbors.org,,,,"A network of volunteers who help refugees adjust to their new homes and culture by matching them with Family Friends, enrolling the children in extracurricular activities, providing transportation, helping our neighbors access medical and other resources, obtain driving lessons, and many other services",volunteers for the Family Friends program and monetary donations,,"Susan Parmar, Community Connections Chair of International Neighbors",susan.parmar@internationalneighbors.org
8/29/17 13:00,Nationalities Service Center,Philadaphia,PA,US,https://nscphila.org,help@nscphila.org,,,"Build a Bridge, Free Libary of Philadelphia, Friends of Farmworkers, HIAS Pennsylvania, Jefferson Health, Lutheran Children and Family Service, PHS, Philadelphia Refugee Health Collaborative, The Salvation Army, EAMAAC, U.S. Committee for Refugees and Immigrants","Refugee and Community Integration, English Classes, Promoting Health and Wellness, Employment and Advancement, Protecting Immigrant Rights","Volunteer to teach English,",Special Innitiatives https://nscphila.org/our-work/special-initiatives,Margaret O'Sullivan,
9/5/17 12:18,World Relief Seattle,Kent,WA,US,https://worldreliefseattle.org,N/A,,253-277-1121,,"Refugee Resettlement Services, Employment Services, English Classes, Immigrant Legal Services, Immigration Detention Ministry, Resilience and Empowerment","Volunteer, Intern, Advocate, Donation",,Chitra Hanstad,
9/5/17 12:18,Global Washington,Seattle,WA,US,http://globalwa.org/about-us/contact/,info@globalwa.org,,,"Himalayas, Andes, Kilimajaro, Atlas, Cascades",Annual Conference,Volunteers and interns,"Global Washington is the only organization in Washington state that makes connections among companies and nonprofits working in global development, leading to partnerships that result in innovative products and solutions and a greater impact in the world.",Kristen Dailey,
9/12/17 16:15,"Acculturation for Justice, Access & Peace Outreach",Pittsburgh,PA,US,http://www.ajapopittsburgh.org/about_us1.aspx,info@ajapopittsburgh.org,,,,"Refugee Resettlement, Employment Services, Family Cohesion & Empowerment, Immigration Services, Youth Development","Financial Partnerships, Interns Volunteers",,Keiha Peck,
9/14/17 9:25,Asian Counseling and Referral Service,Seattle,WA,US,https://acrs.org,info@acrs.org,,,,"Aging Services for Older Adults, Behavioral Health and Wellness, Employment and Training Services, Child & Youth Development, Citizenship & Immigration, Democracy in Action, Recovery Services","Sponsorship, workplace, donation, volunteer",,,
9/14/17 9:25,Catholic Community Services of Western Washington - Catholic Immigration Legal Services (Seattle Office),Seattle,WA,US,http://ccsww.org/get-help/specialized-services/refugee-immigration-services/,ccskingcountyinfo@ccsww.org,,(206) 323-6336,,,"Donation, volunteer, advocate",,Very Rev. Bradley R. Hagelin,
9/14/17 9:25,Interchurch Refugee Ministries - Refugee Resettlement Offices,Seattle,WA,US,http://www.dioceserroseattle.org,info@rroseattle.org,,(206) 323-3152,,"Resettlement, Immigration Services, English as a Second Language, Intensive ESL, Employment, Individual Development Account, Micro-Enterprise Programs, Refugee Childcare, Micro-enterprise Program","Volunteer, donation",,Greg Hope,
9/14/17 9:25,International Rescue Committee (Seattle Office),Seattle,WA,US,https://www.rescue.org,DonorServices@rescue.org,,212-551-3000,"Columbia University, Harvard University, Massachusetts Institute of Technology, London School of Economics and Political Science, Johns Hopkins University, Evidence in Governance and Politics (EGAP), Innovations for Poverty Action (IPA), InterAction, Active Learning Network for Accountability and Performance in Humanitarian Action (ALNAP), WHO, CDC","Better aid, Airbel Center,","Partnership, donation, volunteer",,David Miliband,
9/14/17 9:25,Lutheran Community Services Northwest - Refugee Program (Seattle Office),Seattle,WA,US,http://www.lcsnw.org/services.html,N/A,,(206) 694-5700,,"Behavioral Health Services, Family & Community Support, Child Welfare Programs, Refugee & Immigrant Services, Senior & Disability Services, Crime Victims Services","Donation, volunteer",,David Duea,
9/14/17 9:25,OneAmerica,Seattle,WA,US,http://weareoneamerica.org,%20info@weareoneamerica.org,,206-723-2203,,"Community Organizing, Policy Advocacy & Research, Civic Engagement, Communications and Media","Volunteer, donation",,Rich Stolz,
9/14/17 9:25,Refugee Resettlement Office,Seattle,WA,US,https://www.acf.hhs.gov/orr,ORRDirector@acf.hhs.gov,,202-401-9246,"Church World Service (CWS), Ethiopian Community Development Council (ECDC), Episcopal Migration Ministries (EMM), Hebrew Immigrant Aid Society (HIAS), International Rescue Committee (IRC), US Committee for Refugees and Immigrants (USCRI), Lutheran Immigration and Refugee Services (LIRS), United States Conference of Catholic Bishops (USCCB), World Relief Corporation (WR)","Refugee Agricultural Partnership Program (RAPP), Services to Older Refugees, Individual Development Accounts, Refugee School Impact Program, Wilson-Fish (WF), Refugee Social Services, Targeted Assistance, Cash and Medical Assistance (CMA), Coordinated Placement, Cuban Haitian, Refugee Health Promotion, Emotional Wellness, Services for Survivors of Torture, Microenterprise Development, Refugee Family Child Care, Matching Grant Program, Ethnic Community Self-Help, Unaccompanied Alien Children",,,,
9/14/17 9:25,St. James Immigrant Assistance,Seattle,WA,US,http://www.stjames-cathedral.org/immigrant/,ckoehler@stjames-cathedral.org,,206-382-4511,,"ESL Tutoring, Citizenship Preparation Tutoring and Classes, Naturalization Application Assistance – BIA Accredited and Recognized, Elder Integration","Volunteer, sponsorship, advocate",,,
9/14/17 9:25,Tacoma Community House,Seattle,WA,US,http://www.tacomacommunityhouse.org,info@tacomacommunityhouse.org,,(253) 383-3951,,"Basic Education for Adults (BEdA), English Language Acquisition (ELA), Tutoring, Nursing Assistant Certification Program, Adult Employment Services, Read2Me, Crime Victim Advocacy, Immigration","Volunteer, donation",,Colette Smith,
9/14/17 9:25,Washington CAN! (Washington Community Action Network),Seattle,WA,US,http://washingtoncan.org/wordpress/,info@washingtoncan.org,,206-389-0050,,Field And Phone Canvasses,Donation,,,
9/15/17 16:25,Greater Boston Legal Services,Boston,MA,US,https://www.gbls.org,jbowman@gbls.org,,617-371-1234,,"Asian Outreach, Cambridge and Somerville Legal Services, Children’s Disability Project, Consumer Rights Advocacy and Community Education, CORI & Re-Entry Project, Elder, Health and Disability, Employment: Protecting the Rights of Low Wage Workers, Family Law, Housing, Immigration Unit: Protecting Human Rights, Welfare: Preserving an Income Safety Net and Assisting the Transition to Work",Donation,,Jacquelynne J. Bowman,
9/15/17 16:25,International Institute Of Boston,Boston,MA,US,https://iine.org,info@iine.org,,617-695-9990,Four Seasons Hotel Boston,"Refugee Resettlement, Case Management, Health and Mental Health Service Navigation, Education and Literacy, Case Management, Employment, Civic Engagement","Donation, partnership, volunteer",,Jeffrey Thielman,
9/15/17 16:25,Irish International Immigrant Center,Boston,MA,US,http://www.iiicenter.org,ifriedmanboyce@goodwinlaw.com,,,"American Ireland Fund, Arbella Foundation, Boston Bar Foundation, The Boston Foundation, BNY Mellon, Bushrod H Campbell and Adah F Hall Charity Fund, Citizenship for New Americans Program – Massachusetts Office for Immigrants and Refugees, Community Development Block Grant – City of Boston, Eastern Bank Charitable Foundation, Greater Boston Council on Alcoholism, John H. and H. Naomi Tomfohrde Foundation, Klarman Family Foundation, Liberty Mutual Foundation, Massachusetts Bar Foundation, George H. and Jane A. Mifflin Memorial Fund, Samuel Rubin Foundation, Sisters of Charity of Nazareth, State Street Foundation, United States Citizenship and Immigration Services, Webster Bank, Yawkey Foundation","Immigration Legal Services,Wellness Services, Education Services, Learning Exchange Programs","Volunteer, donation",,Kevin Martin,
9/15/17 16:25,Lawyers Committee for Civil Rights and Economic Justice,Boston,MA,US,http://lawyerscom.org,ifriedmanboyce@goodwinlaw.com,,(617) 482-1145,,"Economic Justice Project, Education Project, Employment Project, Health Disparities",Donation,,Iván Espinoza-Madrigal,
9/15/17 16:25,Massachusetts Immigrant and Refugee Advocacy Coalition (MIRA),Boston,MA,US,https://www.miracoalition.org,jrivera@miracoalition.org,,617-350-5480,"English for New Bostonians, The English Works Campaign, Project Citizenship, The National Center on Immigrant Integration Policy at Migration Policy Institute, Welcoming America","New American Integration Program (NAIP), Justice AmeriCorps Massachusetts","Volunteer, donation",,Eva Millona,
9/15/17 16:25,Mayor's Office for Immigrant Advancement,Boston,MA,US,https://www.boston.gov/departments/immigrant-advancement,IMMIGRANTADVANCEMENT@BOSTON.GOV,,617-635-2980,,"English classes, legal services, healthcare, jobs",,,Alejandra St. Guillen,
9/15/17 16:25,PAIR (Political Asylum/Immigration Representation Project),Boston,MA,US,https://www.pairproject.org,asharma@pairproject.org,,617-742-9296,,Legal services,Donation,,Anita P. Sharma,
9/15/17 16:25,Student Immigrant Movement,Boston,MA,US,http://simforus.org,info@simforus.com,,,,"College Access Program, Summer Liberation Program, Queer Undocumented Immigrant Project, ndocuBlack SIM, Deportation Defense, SIM Artistry",Donation,,,
9/20/17 9:35,Nationalities Service Center Of Philidelphia,Philadelphia,PA,US,https://nscphila.org,help@nscphila.org,,215-893-8400,https://nscphila.org/about-us/partners,"Refugee and Community Integration, English Classes in Center City Philadelphia, Promoting Health and Wellness, Employment and Advancement, Protecting Immigrant Rights, Interpretation and Translation Services","Volunteer, donation",,Margaret O’Sullivan,
9/26/17 9:38,Asian American LEAD,Washington,DC,US,http://www.aalead.org,mnguyen@aalead.org,,202-884-0322,,"After School Program, Youth Mentoring Program, Summer Programs","Donation, volunteer",,Neel Saxena,
9/26/17 9:38,Ayuda,Washington,DC,US,http://volunteers.ayudainc.net/site/PageNavigator/homepage.html,info@ayudainc.net,,202-387-4848,,"Haiti Camp de l'Amitie Program, AYUDA Programs in Santo Domingo, Dominican Republic, AYUDA Summer Program Ecuador 2012","Donation, volunteer, gift, in-kind, ambassor,",,Melanie Goldring,
9/26/17 9:38,Capital Area Immigrant Rights,Washington,DC,US,https://www.caircoalition.org,N/A,,,,"Detained Adult Program, Detained Children's Program, Virginia Justice Program, Community Conversations Project, Advocacy and Impact","Donation, volunteer",,"Claudia Cubas, Esq",
9/26/17 9:38,Esperanza Education Fund,Washington,DC,US,http://www.esperanzafund.org,veronica.marin@esperanzafund.org,,202-656-4673,"Google, JBG Smith, Meyer Foundation, etc",,"Mentor, funding",,Alex Lin,
9/26/17 9:38,Many Languages One Voice,Washington,DC,US,http://www.mlovdc.org,sapna(at)mlovdc.org,,202-838-6568,"All Souls Church, Ayuda, Bloombars, CARECEN, Critical Exposure, Empower DC, La Voz del Barrio, Latino Economic Development Corporation, Language ETC, the Equal Rights Center, Global Language Network, Jobs with Justice, My Sister's Place, Union de Trabajadores, and the Vietnamese American Community Service Center","Health Organizing program, SMART (Student Multiethnic Action Research Team) program","Donation, volunteer",,,
9/26/17 9:38,National Immigration Law Center (NILC),Washington,DC,US,https://www.nilc.org,michael@caircoalition.org,,213-639-3900,,,Donation,,Marielena Hincapié,
9/26/17 9:38,U.S. Committee for Refugees and Immigrants,Arlington,VA,US,http://refugees.org,jmontour@uscritx.org,,703.310.1130,,"Jobs, education, and health, etc","Volunteer, donation, support",,LAVINIA LIMÓN,
9/28/17 11:48,Rumi Forum,Washington,DC,US,http://rumiforum.org,info@rumiforum.org,,info@rumiforum.org,,,,,Rasit Telbisoglu,
9/28/17 11:48,African Community Center,Silver Spring,MD,US,http://www.acc-dc.org,volunteer@ecdcus.org,,301-562-7303,"United Way, Our Services, WFF, etc","Reception and Placement (R&P) Program, Public Private Partnership (PPP) Program, Project KNOW, Virginia Foundation for Healthy Youth (VFHY) PROJECT, Match Grant (MG) Program, Ethnic Program, Preferred Communities","Donation, volunteer",,,
9/28/17 11:48,International Rescue Committee,Silver Spring,MD,US,https://www.rescue.org/united-states/silver-spring-md,DonorServices@rescue.org,,(301) 562-8633,,,"Donation, volunteer",,David Miliband,
9/28/17 11:48,Just Neighbors,Arlington,VA,US,https://www.justneighbors.org/financial-information/,info@justneighbors.org,,703-979-1240,,,"Volunteer, donation",Just Neighbors is a nonprofit 501(c)(3) tax-exempt organization dedicated to serving and supporting the immigrant community of northern Virginia.,Erin McKenney,
9/28/17 11:48,Legal Aid Justice Center,Arlington,VA,US,https://www.justice4all.org,twallace@justice4all.org,,703-778-3450,,"Civil Rights & Racial Justice Program, Economic Justice Program, JustChildren Program, Immigrant Advocacy Program","Volunteer, donation",,Mary Bauer,
9/28/17 11:48,Lutheran Social Services Of The National Capitol Area,Arlington,VA,US,http://lssnca.org,ConnellC@lssnca.org,,703-698-5026,,"Children's Services, Refugee & Immigrant Services, Youth Haven","Donation, volunteer, partnership",,Christine P. Connell,
9/28/17 11:48,Refugee Services (Arlington),Arlington,VA,US,http://www.ccda.net/programs_mrs.php,info@ccda.net,,703-841-3879,,"Crisis Response, Dignity of Life, Health, Immigrants and Refugees, Transformational Housing","Volunteer, donation",,Art Bennett,
9/28/17 11:48,The Dream Project,Arlington,VA,US,http://www.dreamproject-va.org,info@dreamproject-va.org,,(703) 672-1541,,,"Donation, volunteer, mentor","The Dream Project empowers students whose immigration status creates barriers to education by working with them to access and succeed in college through scholarships, mentoring, family engagement, and advocacy.",Lizzett D. Uria,
9/28/17 11:48,Virginia Coalition of Latino Organizations,Arlington,VA,US,http://vacolao.org,vacolao@gmail.com,,703-772-1555,,,"Volunteer, donation","VACOLAO’s mission is to serve as a working alliance among organizations in Virginia that serve or support the interest of the Latino communities in order to empower the community and secure equal treatment, equal opportunity and equal representation for Latinos/Hispanics in Virginia.",,
10/3/17 15:46,Cultural Orientation Resource Exchange,Washington,DC,US,https://coresourceexchange.org,N/A,,,,"Cultural Orientation Certification Course, Professional Development, cultural and linguistic adaptability",,,Jason Crislip,
10/3/17 15:46,Rumi Forum,Washington,DC,US,http://rumiforum.org/about-rumi-forum/,info@rumiforum.org,,(202) 429 1690,,,Donation,,Emre Celik,
10/3/17 15:46,United We Dream,Washington,DC,US,https://unitedwedream.org,info@unitedwedream.org,,,,"Deferred Action (DACA), Queer Undocumented Immigrant Project (QUIP), DREAM Educational Empowerment Program (DEEP)",Donation,,"
Adam Luna",
10/3/17 15:46,Empowered Women International,Alexandria,VA,US,http://ewint.org/about/,info@ewint.org,,571-312-4781,,"Entrepreneur Training for Success, Grow My Business Program (GMB)","Donation, volunteer, supporters",,Dianne Lorenz,
10/4/17 19:54,Casa Marianella,Austin,TX,USA,http://www.casamarianella.org/,jlong@casamarianella.org,,,,"emergency shelter for men and women, shelter for women and children, legal clinic, ESL classes, hosting program, housing services",,,,sarah.rigdon@gmail.com
10/17/17 9:54,Partnerships for the Advancement of New Americans,San Diego,CA,,https://www.panasd.org,info@panasd.org,,(619) 732-6793,,,Donation,,RAMLA SAHID,
10/18/17 11:04,Program for Immigrant Entrepreneurs SBDC-Duquesne,Pittsburgh,PA,US,www.sbdc.duq.edu,rondon@duq.edu,,412-396-5670,Duquesne University,Start Up a Business,Market Research,Programs in Spanish are available,Brent Rondon,rondon@duq.edu
10/24/17 9:57,IMPACT,Silver Spring,MD,,https://impactsilverspring.org,info@impactsilverspring.org,,301-298-5117,,,"Donation, volunteer",,JAYNE PARK,
10/24/17 9:57,Somali Community Services,Seattle,WA,,http://www.somcss.net,somcss@yahoo.com,,206 760-1181,,Elderly Nutrition Program,Donation,,Sahra Farah,
10/24/17 11:01,Central American Resource Center (CARECEN),Washington,DC,,http://carecendc.org,info@carecendc.org,,(202) 328-9799,,"IMMIGRATION LEGAL SERVICES, HOUSING SERVICES, CITIZENSHIP",Donation,,Abel Nuñez,
11/7/17 11:35,ACCESS (Arab Community Center for Economic and Social Services),Dearborn,MI,,https://www.accesscommunity.org,N/A,,(313) 842-7010,,"Arab American National Museum, Center for Arab American Philanthropy, National Network for Arab American Communities","Donation, volunteer, legacy giving",,Hassan Jaber,
11/7/17 11:35,Global Detroit,Detroit,MI,,http://www.globaldetroit.com,primary@globaldetroit.com,,,"Welcome Mat Detroit, ProsperUS Detroit, Cultural Ambassadors, Welcoming Michigan / Michigan Immigrants Rights Center, GTRI, Upwardly Global, EB-5 Investor Visa, Nearshoring, WE Global Network",,Donation,,Steve Tobocman,Steve@GlobalDetroit.com
11/7/17 11:35,Global Ties Detroit,Detroit,MI,,http://www.globaltiesdetroit.org,mail@globaltiesdetroit.org,,(313) 638-1626,,,"Donation, homestay, volunteer",,MARIAN REICH,mail@globaltiesdetroit.org
11/16/17 14:55,Hope & Sesame,Austin,TX,,https://hopeandsesame.org,,,,,"Empowering refugee women in the Austin, Texas community",,,,
1/11/18 12:02,Tiyya,Santa Ana,CA,USA,https://www.tiyya.org/,info@tiyya.org,(714) 547-5050,,,"Leadership and Employment Adult Workshops, All STAR Youth Program, Family Mentoring, Dinner with Refugees, Diaper Program","Family mentors, diaper donations, youth program volunteers, and more!",,A former employee and volunteer,cno4@pitt.edu
4/9/18 2:14,Gershon Joseph,Thailand,Thailand,Pakistan,dj5606984@gmail.com,dj5606984@gmail.com,945483849,,Catholic,refugees,Sponsorship,Hello sir we are really in a big trouble and I hope you will help us. We can't understand what you are trying to say. And we cannot make burden on you. But please help us we want sponsorship thanks peace be with you,So problem,dj5606984@gmail.com
4/12/18 0:35,Soft Landing Missoula,Missoula,MT,United States,softlandingmissoula.org,info@softlandingmissoula.org,(406) 493-0504,,International Rescue Committee in Missoula,"Direct services to refugees, community engagement opportunities, Education and outreach to create a welcoming and informed community.",,,Mary Poole Co-founder and ED,mary@softlandingmissoula.org
5/14/18 16:13,International Neighbors,Charlottesville,VA,U.S.A.,www.internationalneighbors.org,kari.miller@internationalneighbors.org,434-242-2409,,"Solo, but many Community Partners support our initiatives.","Family Friendships (matching refugees/locals), Kids in Extracurriculars/Camps, Driving the Dream (driving instruction and vehicle donation), Skills for Success (helping adults learn English in their own homes/furthering education)","We are 100% volunteer run, so lots of needs both in the field and in the office",Thanks for being great neighbors!,Founder/Executive Director,Kari.Miller@internationalneighbors.org
6/5/18 12:14,Global Center for Refugee Education and Science (GCRES),Alexandria,VA,USA,www.gcres.org,info@gcres.org,571-494-1667,,,Intensive English training for refugee women,www.gcres.org/takeaction,,"Sara Homayouni, Development Officer",homayouni.s@gcres.org
7/19/18 15:06,Global Wordsmiths,Pittsburgh,PENNSYLVANIA,United States,www.globalwordsmiths.com,info@globalwordsmiths.com,4122280240,,,"Language Access Advocacy, Interpretation, Translation",,,,mjm@globalwordsmiths.com
7/24/19 14:17,ReEstablish Richmond,Richmond,VA,USA,https://www.reestablishrichmond.org,info@reestablishrichmond.org,804-552-5525,,"ReEstablish Richmond is a small, local nonprofit that works to extend services to refugees beyond the initial resettlement stage - connecting refugees to resources in the community so that they have support along the path to self-sufficiency. We work in collaboration with resettlement agencies, government services, faith communities, and volunteers. We are committed to creating greater opportunities for refugees in Richmond by enabling access to services that benefit their future.","Transportation, Community Engagement, Health + Wellness","Mentors, English tutors/conversation partners, citizenship support, financial literacy, etc.",,"Laura Jones, Refugee Outreach Coordinator",laura@reestablishrichmond.org
7/22/20 16:33,Second Families,San Diego,Ca,,https://www.facebook.com/secondfamiliesdotnet/,secondfamilies@hotmail.com,,,,,,Grass-roots organization connecting refugee families w/American families,,
7/22/20 16:33,Americana World Community Center,Louisville,KY,,http://americanacc.org/,N/A,,(502) 366-7813,,"3 different types programs targeted towards youths, families, and communities (http://americanacc.org/about-us/programs/)",,,,
7/22/20 16:33,Refugee Louisville,Louisville,KY,,https://www.refugelouisville.com/about/,INFO @ REFUGELOUISVILLE.COM,,502-785-9577,local churches embracing refugees,,,,,
7/22/20 16:33,Welcoming Center for New Pensylavnians,Philadelphia,PA,,https://welcomingcenter.org/,info@welcomingcenter.org,,215.557.2626,,"Accelerating immigrant integration and economic advancement through education and training, employment, and entrepreneurship.",,,,
